547.00,-767.00,-25014.00,25031.74
509.00,-621.00,-24969.00,24981.91
574.00,-614.00,-24842.00,24856.22
544.00,-668.00,-24820.00,24834.95
559.00,-636.00,-24860.00,24874.42
502.00,-564.00,-24803.00,24814.49
492.00,-661.00,-24821.00,24834.67
524.00,-704.00,-24963.00,24978.42
423.00,-666.00,-24838.00,24850.53
700.00,-618.00,-24883.00,24900.52
580.00,-727.00,-24847.00,24864.40
507.00,-781.00,-24771.00,24788.50
714.00,-741.00,-25031.00,25052.14
586.00,-571.00,-24825.00,24838.48
430.00,-774.00,-24921.00,24936.73
399.00,-762.00,-24996.00,25010.80
736.00,-790.00,-24836.00,24859.46
579.00,-786.00,-24941.00,24960.10
593.00,-634.00,-24803.00,24818.19
568.00,-640.00,-24850.00,24864.73
549.00,-791.00,-24775.00,24793.70
605.00,-752.00,-24932.00,24950.67
709.00,-727.00,-24855.00,24875.74
646.00,-671.00,-24846.00,24863.45
612.00,-781.00,-24941.00,24960.73
470.00,-666.00,-24756.00,24769.42
427.00,-682.00,-24876.00,24889.01
700.00,-678.00,-24919.00,24938.05
479.00,-745.00,-24797.00,24812.81
688.00,-697.00,-24933.00,24952.23
580.00,-802.00,-24979.00,24998.60
526.00,-705.00,-24882.00,24897.54
635.00,-670.00,-24814.00,24831.16
581.00,-723.00,-24909.00,24926.26
464.00,-680.00,-25044.00,25057.53
452.00,-650.00,-24968.00,24980.55
588.00,-768.00,-24879.00,24897.80
513.00,-670.00,-25065.00,25079.20
693.00,-710.00,-24858.00,24877.79
549.00,-690.00,-24864.00,24879.63
550.00,-638.00,-24888.00,24902.25
523.00,-851.00,-24835.00,24855.08
540.00,-722.00,-24881.00,24897.33
680.00,-706.00,-24861.00,24880.32
579.00,-670.00,-24888.00,24903.75
622.00,-736.00,-25027.00,25045.55
597.00,-717.00,-24788.00,24805.55
619.00,-763.00,-24867.00,24886.40
546.00,-678.00,-24891.00,24906.22
674.00,-825.00,-24875.00,24897.80
538.00,-674.00,-24881.00,24895.94
523.00,-859.00,-24802.00,24822.38
615.00,-690.00,-24901.00,24918.15
554.00,-825.00,-24892.00,24911.83
668.00,-722.00,-24802.00,24821.50
668.00,-728.00,-25008.00,25027.51
620.00,-773.00,-24892.00,24911.72
499.00,-809.00,-24849.00,24867.17
565.00,-669.00,-24883.00,24898.41
633.00,-682.00,-24936.00,24953.35
502.00,-695.00,-25055.00,25069.66
688.00,-693.00,-24937.00,24956.11
663.00,-724.00,-24803.00,24822.42
763.00,-682.00,-24761.00,24782.14
501.00,-731.00,-24860.00,24875.79
558.00,-870.00,-24964.00,24985.39
692.00,-799.00,-24892.00,24914.43
610.00,-814.00,-24867.00,24887.80
589.00,-857.00,-24860.00,24881.74
586.00,-739.00,-24885.00,24902.87
702.00,-641.00,-24870.00,24888.16
758.00,-696.00,-24915.00,24936.25
635.00,-727.00,-24910.00,24928.70
571.00,-727.00,-24875.00,24892.17
574.00,-619.00,-24829.00,24843.35
611.00,-783.00,-24788.00,24807.89
576.00,-818.00,-24857.00,24877.13
511.00,-867.00,-24902.00,24922.33
597.00,-891.00,-24904.00,24927.08
476.00,-580.00,-24806.00,24817.35
677.00,-726.00,-24904.00,24923.78
601.00,-696.00,-24884.00,24900.99
533.00,-827.00,-24834.00,24853.48
531.00,-701.00,-24895.00,24910.53
582.00,-849.00,-24810.00,24831.34
613.00,-695.00,-24858.00,24875.27
503.00,-824.00,-24872.00,24890.73
